stock_code,description,revenue,units_sold,orders,sales_rows
16151A,FLOWERS HANDBAG blue and orange,61.25,49,3,3
35973,GERANIUM FOLKART HEART DECORATION,61.25,49,13,17
23541,"WALL ART ,PUDDINGS",61.2,8,2,2
22578,WOODEN STAR CHRISTMAS SCANDISPOT,61.199999999999996,72,2,2
22565,FELTCRAFT HAIRBANDS PINK + WHITE,61.199999999999996,72,6,6
22937,BAKING MOULD CHOCOLATE CUP CAKES,61.199999999999996,24,4,4
35910B,PINK FLOWERS RABBIT EASTER,61.07,29,8,8
90188,DROP EARRINGS W FLOWER & LEAF,61.04,24,21,21
90034,WHITE SILVER NECKLACE SHELL GLASS,60.67,6,6,6
22537,MAGIC SLATE DINOSAUR,60.480000000000004,144,3,3
84984B,RED PEONY DES C/COVER,60.45,13,6,6
22953,BIRTHDAY BANNER TAPE,60.0,48,3,3
84875A,PINK SQUARE COMPACT MIRROR,60.0,16,12,12
22619,SET Of 6 SOLDIER SKITTLES,60.0,16,3,3
22409,TIN CAN BISCUITS DESIGN,60.0,48,4,4
23629,SET 10 CARDS DRESSING UP 17077,59.760000000000005,24,10,10
90021,LASER CUT MULTI STRAND NECKLACE,59.75,5,4,4
90171,DAISY RING,59.650000000000006,47,27,27
GIFT_0001_70,Dotcomgiftshop Gift Voucher £70.00,59.57,1,1,1
44241C,BLUE BUTTERFLY ON SPRING,59.5,70,8,8
84582,PINK CROCHET CAT WITH SCARF,59.5,14,11,11
35654,VINTAGE BEAD FILLED PINK CUSHION,59.400000000000006,12,5,5
23537,I LOVE LONDON WALL ART,59.400000000000006,12,2,2
22973,CHILDRENS CIRCUS PARADE MUG,59.39999999999999,36,3,3
23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.39999999999999,36,3,3
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,59.39999999999999,36,3,3
35001B,HAND OPEN SHAPE BLACK,59.330000000000005,17,6,6
90011B,BLACK CRYSTAL DROP EARRINGS,59.06,20,15,15
35909A,RABBIT EASTER DECORATION,59.00000000000001,20,5,5
22903,CALENDAR FAMILY FAVORITES,59.0,20,4,4
85023C,PINK LARGE JEWELED PHOTOFRAME,58.65,23,11,12
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",58.64999999999999,23,7,7
90033,IVORY SHELL HEART EARRINGS,58.43,23,19,19
84984A,GREEN PEONY DES C/COVER,58.370000000000005,11,5,5
84226,HEN HOUSE W FAMILY IN BARN & NEST,58.31,77,18,18
35816B,"ACRYLIC JEWEL ANGEL,BLUE",58.07,139,3,3
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,58.05,33,13,13
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,57.98,86,11,11
35821B,"JEWELLED DECORATION,BLUE",57.0,150,3,3
72771B,BURG FLOCK GOLD CUP/CANDLE,56.9,117,8,9
47344B,BLUE FLOWER DES PURSE,56.16,54,10,10
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,56.099999999999994,22,10,10
85080,PADDED RED HEART DECORATION,55.76,113,22,22
90182C,BLACK 3 BEAD DROP EARRINGS,55.74,19,13,13
90177A,CLASSIC DIAMANTE EARRINGS JET,55.690000000000005,19,14,14
90214T,"LETTER ""T"" BLING KEY RING",55.57,57,24,24
46115B,GREEN POP ART MAO CUSHION COVER,55.480000000000004,292,23,23
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,55.120000000000005,13,10,10
85151,WELCOME METAL SIGN,55.0,44,8,8
90014A,SILVER M.O.P. ORBIT NECKLACE,54.800000000000004,11,6,6
72798C,SET/4 GARDEN ROSE DINNER CANDLE,54.76,29,16,16
90135A,ORANGE/FUSCHIA STONES NECKLACE,54.620000000000005,11,4,4
90142D,MOP PENDANT SHELL NECKLACE,54.59,11,5,5
90043,COPPER AND BRASS BAG CHARM,54.510000000000005,10,6,6
20953,PORCELAIN CHERUB BELL LARGE,54.449999999999996,33,9,9
90084,PINK CRYSTAL GUITAR PHONE CHARM,54.4,64,9,9
22345,PARTY PIZZA DISH BLUE WHITE SPOT,54.28,53,17,17
23389,SPACEBOY MINI RUCKSACK,53.95,13,4,4
22252,BIRDCAGE DECORATION MAGIC GARDEN,53.55,21,3,4
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,52.65,39,15,15
84845C,CARNATION SQUARE HANDY TIN,52.5,42,14,14
20870,OPULENT VELVET CANDLE IN BOX,52.2,29,7,7
23035,DOORKNOB CERAMIC IVORY,52.199999999999996,36,1,1
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36,3,3
84292B,BLUE COL METAL FOLDING CHAIR,51.8,8,5,5
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,51.66,19,14,14
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,51.55,31,19,19
84845D,GERANIUM SQUARE HANDY TIN,51.25,41,11,11
84402B,PURPLE DRESS JEWELLERY STAND,51.14,62,4,4
35071,ASSORTED SANTA CHRISTMAS DECORATION,51.13999999999999,50,7,7
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,51.0,20,4,4
20964,POLYESTER FILLER PAD 60x40cm,50.99999999999999,20,6,6
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,50.94,12,11,11
22846,"BREAD BIN, DINER STYLE, RED",50.849999999999994,3,2,2
85069,CREAM SWEETHEART DOUBLE SHELF,50.849999999999994,3,1,1
22889,"NUMBER TILE VINTAGE FONT, No",50.7,23,3,4
35916B,BLUE FELT HANGING HEART WITH FLOWER,50.57,75,30,30
72083A,STRAWBERY SWIRL FLARE CANDLE,50.400000000000006,24,7,7
22657,HEN & 2 CHICKS IN BASKET,50.15,59,7,7
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,50.06,10,5,5
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,50.0,40,6,6
23603,SET 10 CARD KRAFT REINDEER 17084,49.800000000000004,20,14,14
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36,3,3
37462E,"PET MUG, GOLDFISH",49.64,110,30,30
90052,CRACKED GLAZE NECKLACE BROWN,49.58,7,5,5
23015,CORDIAL JUG,49.5,6,2,2
84537B,FAIRY CAKES GIFT BAG,49.14,117,11,11
72129,COLUMBIAN CANDLE ROUND,49.11000000000001,74,18,18
90128A,PINK LEAVES AND BEADS PHONE CHARM,48.72,32,11,11
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,48.51,47,24,25
35603C,SET/16 WHITE SHINY & MATT BAUBLES,48.3,83,24,25
90054,CRACKED GLAZE EARRINGS RED,48.11,19,19,19
90083,CRYSTAL CZECH CROSS PHONE CHARM,48.08,52,15,15
47591A,CAROUSEL CHILDRENS APRON,47.97,29,12,12
84608,ORNATE EDWARDIAN CANDLE HOLDER,47.7,6,4,4
21347,GOTHIC CARRIAGE LANTERN,47.6,8,4,4
23539,"WALL ART , LOVES' SECRET",47.6,8,2,2
20895,VINTAGE NOTEBOOK FRENCH LETTER,47.20000000000001,16,4,4
35909B,PINK FLOWERS RABBIT EASTER,47.2,16,6,7
90067B,BROWN VINTAGE VICTORIAN EARRINGS,47.120000000000005,16,6,6
84227,HEN HOUSE W CHICK IN NEST,47.04,112,13,13
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,46.93,5,5,5
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1,1
20988,TRELLIS FLOWER CHOPSTICKS SET/5,46.8,24,9,9
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,46.6,11,10,10
81952B,ROUND BLUE CLOCK W/SUCKER,46.56,54,11,11
16050,TEATIME PENCIL WITH RUBBER,46.45,151,8,8
47341A,FUSCHIA TABLE RUN FLOWER,46.25,29,7,7
23107,WHITE WIRE PLANT POT HOLDER,46.24,16,2,2
72024U,LILAC VOTIVE CANDLE,46.2,220,11,11
85081,PADDED HOLLY CHRISTMAS DECORATION,46.17,104,21,22
23047,PAPER LANTERN 5 POINT STUDDED STAR,46.0,8,4,4
84626,CANDY STRIPE ROSE QUILT,45.95,1,1,1
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,45.9,18,13,13
22604,SET OF 4 NAPKIN CHARM CUTLERY,45.9,18,3,3
35611B,BLACK ASSORTED DROPLET DECORATION,45.760000000000005,62,3,4
22347,PIZZA DISH SLICE,45.0,36,2,2
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,45.0,36,10,11
22406,TIN CAN KINGS CHOICE DESIGN,45.0,36,3,3
16161C,WRAP SPEED DEMONS,45.0,450,2,2
23625,SET 6 CARDS SPARKLY REINDEER 17262,44.910000000000004,9,4,4
21685,MEDINA STAMPED METAL TRAY,44.849999999999994,3,2,2
84906,PINK BUTTERFLY CUSHION COVER,44.849999999999994,23,5,5
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,44.75,9,3,3
90197D,AMBER GLASS BRACELET HEART CHARMS,44.550000000000004,9,4,4
72796B,S/3 FRENCH VANILLA SQU CANDLE,44.55,27,12,13
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,44.28,15,15,15
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",44.25000000000001,15,9,9
35085E,IVORY ROSE LAMPSHADE,44.25,39,9,9
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,44.19,18,17,17
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",43.940000000000005,95,3,3
17014C,ORIGAMI LAVENDER INCENSE CONES,43.75,97,2,2
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,14,14
90042B,FRESHWATER PEARL BRACELET PINK,43.349999999999994,17,6,6
35822P,"ACRYLIC BEAD CHAIN, PINK",43.32,114,1,1
23038,T-LIGHT HOLDER SILVER SAUCER,42.919999999999995,44,8,8
22987,WRAP SUMMER ROSE DESIGN,42.84,102,5,5
21596,Hypochondriac Pill Stress Ball,42.64,10,9,9
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,42.5,5,4,4
22346,PARTY PIZZA DISH GREEN WHITE SPOT,42.3,40,15,15
90126C,AMBER BERTIE MOBILE PHONE CHARM,42.1,21,5,5
72771C,BLACK FLOCK GOLD CANDLE,42.08,54,6,6
23231,WRAP  VINTAGE DOILEY,42.0,100,2,2
20860,GOLD COSMETICS BAG WITH BUTTERFLY,42.0,20,11,11
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,41.650000000000006,7,4,4
90060C,FIRE POLISHED GLASS NECKL SILVER,41.65,7,3,3
84611B,BLACK NEW BAROQUE FLOCK BOX,41.65,7,4,4
23045,PAPER LANTERN 5 POINT STAR MOON 30,41.5,10,5,5
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,41.300000000000004,14,7,7
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",41.25,11,8,9
23448,CREAM BUNNY EASTER EGG BASKET,41.24999999999999,25,3,3
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,41.21,7,6,6
90027C,GLASS BEAD HOOP EARRINGS GREEN,41.17,14,12,12
90183C,BLACK DROP EARRINGS W LONG BEADS,41.019999999999996,14,14,14
21119,Glow In The Dark Shot Glasses,41.01,3,3,3
35644,PAIR PINK/BLACK COATHANGERS,40.95,21,7,8
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,40.8,16,3,3
44228,CANNABIS LEAF BEAD CURTAIN,40.8,48,3,3
23148,MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,4,4
22740,POLKADOT PENS,40.8,48,1,1
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,40.72,8,8,8
47013C,WINE BOTTLE DRESSING DARK BLUE,40.519999999999996,147,27,28
90136,PALE PINK/AMETHYST STONE NECKLACE,40.47,4,3,3
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,40.34,7,7,7
22532,MAGIC SLATE LEAP FROG,40.32,96,2,2
22529,MAGIC SLATE GO TO THE FAIR,40.32,96,2,2
20994,JAZZ HEARTS SPIRAL NOTEPAD,39.949999999999996,47,12,12
23462,ROCOCO WALL MIROR,39.9,2,1,1
47013A,WINE BOTTLE DRESSING LT.BLUE,39.87,141,25,25
37468,HARDMAN MUG 3 ASSORTED,39.81,65,14,14
79065A,TEATIME ROUND CAKE TINS,39.8,4,1,1
22853,"CAT BOWL, ENAMEL , CREAM COLOUR",39.0,12,2,2
82545A,COGNAC AUX OEUFS METAL 1 HOOK,38.75,31,11,11
35963,FOLKART ZINC CLIP ON ANGEL WINGS,38.38,101,11,13
90130D,RED STONE/CRYSTAL EARRINGS,38.31,13,8,8
90027B,GLASS BEAD HOOP EARRINGS MONTANA,38.28,13,10,10
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,200,9,9
90214F,"LETTER ""F"" BLING KEY RING",37.98,46,29,29
90176B,DIAMANTE NECKLACE BLACK,37.620000000000005,5,4,4
85115B,S/4 BLACK DISCO PARTITION PANEL,37.62,6,2,2
90039A,FIRE POLISHED GLASS BRACELET RED,37.61,10,5,5
35233,PASTA ENAMEL/BRASS CONTAINER,37.5,10,8,8
79413,GLASS WINE GLASS DECORATIONS,37.5,30,9,9
37112,YELLOW BIRDS FELT DES FOODCOVER,37.5,10,5,6
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,37.5,6,3,3
84705F,RED PEONY PHOTO FRAME,37.2,8,5,5
90126A,PINK BERTIE MOBILE PHONE CHARM,37.14,20,5,6
84251J,"GREETING CARD, THE BLACK CAT",37.04,74,17,17
16162M,THE KING GIFT BAG 25x24x12cm,36.96,88,13,13
72715,SPHERICAL IVORY CANDLE,36.96,88,13,13
22407,MONEY BOX FIRST AID DESIGN,36.78,44,11,11
17014E,ORIGAMI OPIUM INCENSE CONES,36.599999999999994,95,6,6
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,36.33,7,5,5
90037D,TINY CRYSTALS BRACELET BLACK,35.87,14,8,8
37348,SET OF 4 PASTEL STACKING MUGS,35.7,14,7,7
90060B,FIRE POLISHED GLASS NECKL GOLD,35.7,6,4,4
90011C,GREEN CRYSTAL DROP EARRINGS,35.33,12,7,7
79063D,"RETRO PILL BOX , REVOLUTIONARY",35.14,189,11,11
84745B,BLUE HANGING GINGHAM EASTER HEN,34.86,83,17,18
DCGS0058,MISO PRETTY  GUM,34.82,42,30,30
23196,LEAVES MAGNETIC  SHOPPING LIST,34.8,24,2,2
84868B,BLUE BABY BOY'S MEMORY BOX,34.75,5,4,4
90081B,LILY BROOCH WHITE/SILVER COLOUR,34.650000000000006,7,3,3
84546,CROCHET POODLE KEYRING,34.64999999999999,21,3,3
35955,SMALL FOLKART CHRISTMAS TREE DEC,34.620000000000005,135,4,5
22777,GLASS BELL JAR LARGE,34.0,4,2,2
22852,"DOG BOWL, ENAMEL , CREAM COLOUR",34.0,8,2,2
44265,M/COLOUR POM-POM CURTAIN,34.0,8,4,4
22200,FRYING PAN PINK RETROSPOT,33.97,7,3,3
21120,*Boombox Ipod Classic,33.96,2,2,2
90066A,PINK VINTAGE VICTORIAN CHOKER,33.75,5,2,2
81950B,FLOWER BLUE CLOCK WITH SUCKER,33.64,116,8,9
23390,DOLLY GIRL MINI RUCKSACK,33.2,8,2,2
84456,SET OF 3 RABBIT EGG EASTER,33.15,37,16,16
90076,MONTANA DIAMOND CLUSTER EARRINGS,33.0,12,7,7
DCGS0003,BOXED GLASS ASHTRAY,32.589999999999996,13,13,13
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,32.37,39,18,18
90214O,"LETTER ""O"" BLING KEY RING",32.269999999999996,37,19,19
85079,EMBROIDERED REINDEER DECORATION,32.25,23,8,9
22778,GLASS BELL JAR SMALL,31.6,8,2,2
85131D,BEADED CRYSTAL HEART PINK\ON STICK,31.299999999999997,20,11,11
23632,SET 10 CARDS CHEERFUL ROBIN 17065,31.200000000000003,15,10,10
23366,SET 12 COLOUR PENCILS DOILEY,31.200000000000003,48,3,3
78034B,BLUE NETTING STORAGE HANGER,31.2,16,10,11
90214V,"LETTER ""V"" BLING KEY RING",31.08,40,26,26
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,30.81,47,21,22
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,30.66,61,17,17
22577,WOODEN HEART CHRISTMAS SCANDISPOT,30.599999999999998,36,1,1
22937,BAKING MOULD CUPCAKE CHOCOLATE,30.599999999999998,12,1,1
22641,SET OF 4 NAPKIN CHARMS INSTUMENT,30.599999999999998,12,2,2
21919,Electronic Talking Breath-A-Loser,30.47,6,5,5
84745A,PINK HANGING GINGHAM EASTER HEN,30.240000000000002,72,15,17
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,30.23,8,8,8
18010,ASSORTED FRAGRANCE BATH CONFETTI,30.16,64,9,9
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,30.08,14,8,8
22771,DRAWER KNOB ACRYLIC EDWARDIAN CLEAR,30.0,24,1,1
23396,BUTTERFLY CUSHION COVER,30.0,8,2,2
22405,TIN CAN POCKET MONEY DESIGN,30.0,24,2,2
22410,TIN CAN HOUSEKEEPING DESIGN,30.0,24,2,2
22775,DRAWERKNOB ACRYLIC EDWARDIAN PURPLE,30.0,24,1,1
22772,DRAWER KNOB ACRYLIC EDWARDIAN PINK,30.0,24,1,1
22773,DRAWER KNOB ACRYLIC EDWARDIAN GREEN,30.0,24,1,1
47563B,WAVELINE SURF IRONING BOARD COVER,30.0,8,6,6
23250,ENAMEL BOWL PANTRY,30.0,24,2,2
23437,GIFT BAG LARGE 50'S CHRISTMAS,30.0,24,2,2
23252,ENAMEL JUG PANTRY,30.0,8,2,2
90176E,DIAMANTE NECKLACE GREEN,29.98,4,3,3
21767,FRENCH STYLE WIRE DOOR CABINET,29.95,1,1,1
78056,CAMOUFLAGE BACKPACK ON WHEELS,29.849999999999998,3,2,2
22351,DOTCOMGIFTSHOP TEA TOWEL,29.809999999999995,15,3,3
22474,"TRAY FOR TV DINNER ,SPACEBOY",29.700000000000003,6,1,1
23530,"WALL ART,ONLY ONE PERSON",29.700000000000003,6,1,1
22472,"TRAY FOR TV DINNER , DOLLY GIRL",29.700000000000003,6,1,1
35598A,DUSTY PINK CHRISTMAS TREE 60CM,29.500000000000004,10,3,3
90027A,GLASS BEAD HOOP EARRINGS BLACK,29.48,10,7,7
72801E,4 FESTIVE GREEN DINNER CANDLES,28.93,53,3,3
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,28.9,34,14,14
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,28.56,68,18,18
23380,PACK OF 12 DOILEY TISSUES,28.08,72,2,2
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,28.009999999999998,28,13,13
90053,CRACKED GLAZE EARRINGS IVORY,27.78,11,11,11
17091F,SANDALWOOD INCENSE IN TIN,27.71,19,8,8
90128C,GREEN LEAVES AND BEADS PHONE CHARM,27.55,18,7,7
90128B,BLUE LEAVES AND BEADS PHONE CHARM,27.52,20,8,8
23613,SET 10 XMAS CARDS & BADGES 17070,27.39,11,6,6
23637,SET 10 CARDS OUT OF ORDER 17216,27.39,11,9,9
84030B,KNITTED POM POM HOT WATER BOTTLE,27.21,6,4,4
21097,SET/6 GREEN SPRING  PAPER PLATE,27.2,32,7,7
84867B,BLUE BABY BOY'S PHOTO ALBUM,27.14,2,1,1
90187A,BLUE DROP EARRINGS W BEAD CLUSTER,27.04,8,7,7
23702,High Resolution Image,27.0,4,3,3
44235,ASSORTED COLOURED CIRCLE MOBILE,26.88,64,7,8
17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,26.7,62,5,5
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,26.5,7,7,7
22232,3 PIECE JIGSAW TOADSTOOLS,26.4,16,2,2
84876C,SILVER HEART COMPACT MIRROR,26.25,7,4,4
23636,SET 10 CARDS WISHING TREE 17116,26.19,9,7,7
90214Y,"LETTER ""Y"" BLING KEY RING",26.189999999999998,69,11,11
90182A,AMBER 3 BEAD DROP EARRINGS,26.16,9,9,9
10124A,SPOTS ON RED BOOKCOVER TAPE,26.04,62,19,19
90041,PEARL AND CHERRY QUARTZ BRACLET,25.67,7,6,6
20954,*USB Office Mirror Ball,25.590000000000003,3,3,3
22168,"ORGANISER WOOD, ANTIQUE WHITE",25.5,3,2,2
90142A,GREEN PENDANT SHELL NECKLACE,25.45,5,4,4
DCGS0070,CAMOUFLAGE DOG COLLAR,25.44,2,2,2
35597D,PINK/WHITE CHRISTMAS TREE 30CM,25.28,58,7,8
90055,CRACKED GLAZE EARRINGS BROWN,25.28,10,10,10
21594,Dr. Jam's Arouzer Stress Ball,25.27,6,6,6
22719,"GUMBALL COATHOOK., BLACK & WHITE",25.0,20,4,5
23104,IVORY PANTRY HANGING LAMP,25.0,2,1,1
23214,BELL HEART ANTIQUE GOLD,24.96,12,1,1
23620,SET 10 CARDS PERFECT POST 17090,24.900000000000002,10,7,7
23240,SET OF 4 KNICK KNACK TINS  DOILEY,24.900000000000002,6,1,1
84550,CROCHET LILAC/RED BEAR KEYRING,24.749999999999996,15,5,5
35633B,BLUE TINSEL GARLAND,24.7,130,12,12
35596,WOOD XMAS TREE 9 FIG SHELVES,24.65,29,4,4
84450A,PINK RABBIT SITTING EASTER,24.18,52,5,5
84575B,BROWN DOG CANNISTER W BONE,23.8,4,3,3
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,23.75,14,8,8
35591T,TURQUOISE CHRISTMAS TREE,23.75,19,10,10
17014F,ORIGAMI SANDLEWOOD INCENSE CONES,23.699999999999996,61,4,4
90011E,AMBER CRYSTAL DROP EARRINGS,23.61,8,8,8
23244,CANNISTER VINTAGE LEAF DESIGN,23.4,12,2,2
47552A,DOTS IRONING BOARD COVER,23.4,12,11,11
23623,SET 10 CARD CHRISTMAS WELCOME 17112,23.28,8,6,6
23236,STORAGE TIN VINTAGE DOILEY,23.13,7,2,2
23106,ZINC PLANT POT HOLDER,23.12,8,1,1
84509E,CAROUSEL PLACEMATS,23.060000000000002,4,3,3
90095,NECKLACE+BRACELET SET PINK BLOSSOM,22.909999999999997,8,3,3
23145,ZINC T-LIGHT HOLDER STARS LARGE,22.799999999999997,24,2,2
84450B,YELLOW RABBIT SAT EASTER,22.63,51,6,6
90025C,BAROQUE BUTTERFLY EARRINGS GREEN,22.56,6,6,6
90189B,GOLD 2 STRAND NECKLACE-LEAF CHARMS,22.5,3,2,2
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",22.5,6,1,1
85225,BLING KEY RING STAND,22.5,19,11,11
23640,SET 10 CARDS SCOTTIE DOG 17211,22.410000000000004,9,8,8
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,22.410000000000004,9,4,4
90214Z,"LETTER ""Z"" BLING KEY RING",22.34,32,19,19
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,21.5,18,2,2
84387A,BIRD ON BRANCH CANVAS SCREEN,21.45,11,1,1
84899E,YELLOW BROWN BEAR FELT PURSE KIT,21.28,14,6,6
21387,IVORY HANGING DECORATION  RABBIT,21.25,25,4,4
22201,FRYING PAN BLUE RETROSPOT,21.22,4,3,3
23691,KEEP CALM BIRTHDAY WRAP,21.0,50,2,2
23692,WRAP A PRETTY THANK YOU,21.0,50,2,2
35603B,S/16 BLACK SHINY/MAT BAUBLES,21.0,50,2,2
23388,WOODLAND MINI RUCKSACK,20.75,5,2,2
DCGS0072,CAT CAMOUFLAGUE COLLAR,20.68,4,3,3
10002R,ROBOT PENCIL SHARPNER,20.57,4,3,3
22418,"PEN, 10 COLOURS - SPACEBOY",20.4,24,1,1
22344,PARTY PIZZA DISH PINK+WHITE SPOT,20.4,24,2,2
79172D,PURPLE TINT ACRYLIC FLOWER VASE,20.4,24,4,4
22345,PARTY PIZZA DISH BLUE+WHITE SPOT,20.4,24,2,2
22533,MAGIC SLATE BAKE A CAKE,20.16,48,1,1
90082C,DIAMANTE BOW BROOCH WHITE COLOUR,19.93,3,3,3
90127A,PINK BEADS+HAND PHONE CHARM,19.92,14,2,2
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,19.92,8,4,4
23646,SET 10 CARDS JINGLE BELLS 16957,19.92,8,5,5
23616,SET 10 CARDS JINGLE BELLS 17217,19.92,8,7,7
84570B,WHITE SATIN DRESS JEWEL STAND,19.8,4,2,2
23249,ENAMEL DINNER PLATE PANTRY,19.799999999999997,12,1,1
23029,DOORKNOB CRACKED GLAZE GREEN,19.799999999999997,12,2,2
23031,DOORKNOB CRACKED GLAZE PINK,19.799999999999997,12,2,2
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,19.770000000000003,31,5,5
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,19.72,68,2,2
44092C,PURPLE/COPPER HANGING LAMPSHADE,19.55,23,10,10
20680,PINK FLOWERS CHILDS UMBRELLA,19.5,6,4,5
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",19.4,52,4,4
22963,JAM JAR WITH BLUE LID,18.98,26,2,2
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,18.75,3,1,1
90025D,BAROQUE BUTTERFLY EARRINGS PINK,18.69,5,5,5
84732B,CUTE BIRD CEATURE SCREEN,18.48,28,6,6
72796A,S/3 ENGLISH LAVENDER SQU CANDLE,18.15,11,5,6
84311,CAMOFLAGE CUSHION COVER,18.15,11,1,1
84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,17.85,3,1,1
71050,SMALL SINGLE FLAME CANDLE HOLDER,17.849999999999998,51,8,8
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,17.849999999999998,7,3,4
21249,WOOD ANIMALS HEIGHT CHART STICKERS,17.700000000000003,6,1,1
90182B,AMETHYST 3 BEAD DROP EARRINGS,17.53,6,6,6
23627,SET 10 CARDS XMAS GRAPHIC  17218,17.43,7,2,2
22883,"NUMBER TILE VINTAGE FONT, 4",17.36,8,1,1
22879,"NUMBER TILE VINTAGE FONT, 0",17.36,8,1,1
22887,"NUMBER TILE VINTAGE FONT, 8",17.36,8,1,1
22886,"NUMBER TILE VINTAGE FONT, 7",17.36,8,1,1
22880,"NUMBER TILE VINTAGE FONT, 1",17.36,8,1,1
22884,"NUMBER TILE VINTAGE FONT, 5",17.36,8,1,1
22885,"NUMBER TILE VINTAGE FONT, 6",17.36,8,1,1
22882,"NUMBER TILE VINTAGE FONT, 3",17.36,8,1,1
90077,BLACK DIAMOND CLUSTER EARRINGS,17.36,6,6,6
22881,"NUMBER TILE VINTAGE FONT, 2",17.36,8,1,1
DCGS0066N,NAVY CUDDLES DOG HOODIE,17.3,2,2,2
DCGS0068,DOGS NIGHT COLLAR,17.12,2,2,2
23342,MINT DINER CLOCK,17.0,2,1,1
72805,VANILLA CANDLE IN EMBOSSED ZINC POT,16.9,10,3,3
21511,VINTAGE COLLAGE  GREETING  CARD,16.8,40,2,2
72785A,S/4 CONTEMPORY PINK ROSEBUD CANDLES,16.8,8,4,4
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,16.8,40,13,13
23644,SET 10 CARDS CHRISTMAS TREE 16955,16.65,5,5,5
22384,LUNCH BAG PINK POLKADOTS,16.5,10,1,1
10124G,ARMY CAMO BOOKCOVER TAPE,16.38,38,11,11
23502,PLAYING CARDS VINTAGE DOILEY,16.25,13,2,2
90102,WHITE FRANGIPANI HAIR CLIP,16.11,19,4,4
62074B,ELEPHANT CLIP W SUCTION CUP,15.96,38,12,13
84250M,"GREETING CARD, BLACKPOOL ROCK",15.9,28,13,13
84630,FLOWERS AND BIRDS WALL PLAQUE,15.9,2,1,1
35932,PINK CHRISTMAS TREE DECORATION,15.63,37,10,10
21560,TOADSTOOL  LUNCHBOX WITH CUTLERY,15.44,4,4,4
